Customer ID,Recency,Frequency,Monetary,Recency_score,Frequency_score,Monetary_score,RFM_SCORE,Segment
13116,137,30,485,2,3,3,233,At Risk
13117,20,76,956,4,4,4,444,Loyal Customers
13118,18,79,1149,4,4,4,444,Loyal Customers
13120,237,1,30,1,1,1,111,Hibernating
13121,268,50,254,1,3,2,132,At Risk
13122,93,55,896,2,3,3,233,At Risk
13124,88,222,3632,2,5,5,255,Can't Loose
13126,3,140,2038,5,5,5,555,Champions
13127,76,15,252,2,2,2,222,Hibernating
13130,93,2,64,2,1,1,211,Hibernating
13131,22,44,1055,4,3,4,434,Potential Loyalists
13132,260,3,77,1,1,1,111,Hibernating
13133,272,7,105,1,1,1,111,Hibernating
13134,84,98,1751,2,4,4,244,At Risk
13135,195,1,3096,1,1,5,115,Hibernating
13136,55,127,2549,3,5,5,355,Loyal Customers
13137,9,687,3238,5,5,5,555,Champions
13138,21,63,942,4,4,4,444,Loyal Customers
13139,15,170,4991,4,5,5,455,Loyal Customers
13140,107,45,399,2,3,2,232,At Risk
13141,83,135,2342,2,5,5,255,Can't Loose
13142,18,23,294,4,2,2,422,Potential Loyalists
13144,331,3,109,1,1,1,111,Hibernating
13145,38,6,616,3,1,3,313,About to Sleep
13146,25,17,223,4,2,1,421,Potential Loyalists
13147,9,4,710,5,1,3,513,New Customers
13148,28,312,3515,4,5,5,455,Loyal Customers
13149,13,86,1638,4,4,4,444,Loyal Customers
13151,294,74,1213,1,4,4,144,At Risk
13153,4,15,483,5,2,3,523,Potential Loyalists
13155,32,85,926,3,4,4,344,Loyal Customers
13157,48,87,1706,3,4,4,344,Loyal Customers
13158,93,79,1170,2,4,4,244,At Risk
13159,7,120,1368,5,4,4,544,Champions
13160,21,4,90,4,1,1,411,Promising
13161,312,8,109,1,1,1,111,Hibernating
13162,121,79,1662,2,4,4,244,At Risk
13165,45,42,1006,3,3,4,334,Need Attention
13166,282,41,395,1,3,2,132,At Risk
13167,17,65,758,4,4,3,443,Loyal Customers
13168,35,126,1229,3,5,4,354,Loyal Customers
13169,62,13,707,3,1,3,313,About to Sleep
13170,25,30,90,4,3,1,431,Potential Loyalists
13171,20,46,441,4,3,2,432,Potential Loyalists
13173,3,43,328,5,3,2,532,Potential Loyalists
13174,15,293,2583,4,5,5,455,Loyal Customers
13176,45,67,446,3,4,2,342,Loyal Customers
13177,63,17,275,3,2,2,322,About to Sleep
13178,25,265,5594,4,5,5,455,Loyal Customers
13182,44,11,118,3,1,1,311,About to Sleep
13183,6,94,3910,5,4,5,545,Champions
13184,13,179,1577,4,5,4,454,Loyal Customers
13185,266,1,71,1,1,1,111,Hibernating
13186,38,79,1532,3,4,4,344,Loyal Customers
13187,336,37,217,1,3,1,131,At Risk
13188,10,2,114,5,1,1,511,New Customers
13189,17,29,246,4,2,2,422,Potential Loyalists
13192,94,63,886,2,4,3,243,At Risk
13193,60,25,97,3,2,1,321,About to Sleep
13194,134,3,60,2,1,1,211,Hibernating
13196,10,110,1759,5,4,4,544,Champions
13198,9,226,3305,5,5,5,555,Champions
13199,2,119,9772,5,4,5,545,Champions
13200,18,46,850,4,3,3,433,Potential Loyalists
13203,8,57,846,5,3,3,533,Potential Loyalists
13207,14,8,246,4,1,2,412,Promising
13208,57,148,1139,3,5,4,354,Loyal Customers
13209,29,321,5757,4,5,5,455,Loyal Customers
13210,92,22,346,2,2,2,222,Hibernating
13211,9,55,1071,5,3,4,534,Potential Loyalists
13212,18,141,701,4,5,3,453,Loyal Customers
13213,55,90,1478,3,4,4,344,Loyal Customers
13216,266,5,332,1,1,2,112,Hibernating
13217,121,4,533,2,1,3,213,Hibernating
13218,126,5,60,2,1,1,211,Hibernating
13220,77,21,809,2,2,3,223,Hibernating
13221,239,66,809,1,4,3,143,At Risk
13223,199,5,162,1,1,1,111,Hibernating
13224,59,108,2102,3,4,5,345,Loyal Customers
13225,2,32,6453,5,3,5,535,Potential Loyalists
13226,272,16,99,1,2,1,121,Hibernating
13227,200,9,254,1,1,2,112,Hibernating
13228,80,2,358,2,1,2,212,Hibernating
13229,224,10,156,1,1,1,111,Hibernating
13230,3,587,2413,5,5,5,555,Champions
13232,11,202,1216,5,5,4,554,Champions
13233,73,43,589,2,3,3,233,At Risk
13235,211,58,998,1,4,4,144,At Risk
13236,23,36,724,4,3,3,433,Potential Loyalists
13238,16,31,680,4,3,3,433,Potential Loyalists
13239,260,21,318,1,2,2,122,Hibernating
13240,95,67,621,2,4,3,243,At Risk
13242,111,13,260,2,1,2,212,Hibernating
13243,202,57,552,1,3,3,133,At Risk
13244,91,27,105,2,2,1,221,Hibernating
13245,49,16,421,3,2,2,322,About to Sleep
13246,17,136,1904,4,5,4,454,Loyal Customers
13247,16,25,490,4,2,3,423,Potential Loyalists
13248,123,26,451,2,2,2,222,Hibernating
13249,91,23,701,2,2,3,223,Hibernating
13253,155,36,1017,2,3,4,234,At Risk
13255,8,13,392,5,1,2,512,New Customers
13258,10,36,653,5,3,3,533,Potential Loyalists
13259,60,81,243,3,4,2,342,Loyal Customers
13260,60,8,554,3,1,3,313,About to Sleep
13261,267,9,943,1,1,4,114,Hibernating
13262,262,11,195,1,1,1,111,Hibernating
13263,0,1667,6462,5,5,5,555,Champions
13265,52,90,2061,3,4,5,345,Loyal Customers
13266,10,187,3761,5,5,5,555,Champions
13267,1,211,4433,5,5,5,555,Champions
13268,16,433,2983,4,5,5,455,Loyal Customers
13269,0,315,5188,5,5,5,555,Champions
13270,365,1,590,1,1,3,113,Hibernating
13271,36,87,167,3,4,1,341,Loyal Customers
13272,30,15,268,4,2,2,422,Potential Loyalists
13273,112,16,132,2,2,1,221,Hibernating
13276,62,30,575,3,3,3,333,Need Attention
13277,14,8,257,4,1,2,412,Promising
13278,39,46,518,3,3,3,333,Need Attention
13279,77,9,133,2,1,1,211,Hibernating
13280,121,82,755,2,4,3,243,At Risk
13282,17,37,1117,4,3,4,434,Potential Loyalists
13283,58,7,90,3,1,1,311,About to Sleep
13284,329,13,195,1,1,1,111,Hibernating
13285,22,187,2627,4,5,5,455,Loyal Customers
13291,154,42,339,2,3,2,232,At Risk
13292,37,31,566,3,3,3,333,Need Attention
13294,188,54,844,1,3,3,133,At Risk
13295,358,10,196,1,1,1,111,Hibernating
13296,136,5,86,2,1,1,211,Hibernating
13297,6,59,2065,5,4,5,545,Champions
13298,0,2,360,5,1,2,512,New Customers
13299,267,5,139,1,1,1,111,Hibernating
13300,168,20,361,2,2,2,222,Hibernating
13301,102,81,572,2,4,3,243,At Risk
13302,154,1,63,2,1,1,211,Hibernating
13304,350,21,288,1,2,2,122,Hibernating
13305,3,81,1961,5,4,4,544,Champions
13307,119,1,15,2,1,1,211,Hibernating
13308,21,54,1364,4,3,4,434,Potential Loyalists
13309,6,107,1411,5,4,4,544,Champions
13310,27,72,1097,4,4,4,444,Loyal Customers
13311,3,26,587,5,2,3,523,Potential Loyalists
13313,21,78,1517,4,4,4,444,Loyal Customers
13314,0,62,745,5,4,3,543,Champions
13316,36,86,5696,3,4,5,345,Loyal Customers
13317,65,124,2212,3,5,5,355,Loyal Customers
13318,0,20,631,5,2,3,523,Potential Loyalists
13319,4,476,10630,5,5,5,555,Champions
13320,77,105,1478,2,4,4,244,At Risk
13321,71,11,563,2,1,3,213,Hibernating
13322,16,25,186,4,2,1,421,Potential Loyalists
13323,2,21,782,5,2,3,523,Potential Loyalists
13324,35,75,7094,3,4,5,345,Loyal Customers
13325,80,12,673,2,1,3,213,Hibernating
13327,37,108,3584,3,4,5,345,Loyal Customers
13328,315,17,1304,1,2,4,124,Hibernating
13329,30,17,783,4,2,3,423,Potential Loyalists
13330,91,53,1115,2,3,4,234,At Risk
13332,13,21,342,4,2,2,422,Potential Loyalists
13334,81,265,3348,2,5,5,255,Can't Loose
13336,76,51,771,2,3,3,233,At Risk
13338,156,19,478,2,2,3,223,Hibernating
13339,199,54,826,1,3,3,133,At Risk
13340,44,134,10678,3,5,5,355,Loyal Customers
13341,259,42,752,1,3,3,133,At Risk
13343,176,19,345,2,2,2,222,Hibernating
13344,66,116,2451,3,4,5,345,Loyal Customers
13345,286,20,378,1,2,2,122,Hibernating
13347,69,8,339,3,1,2,312,About to Sleep
13348,63,14,228,3,1,1,311,About to Sleep
13349,9,16,243,5,2,2,522,Potential Loyalists
13350,15,40,960,4,3,4,434,Potential Loyalists
13351,65,16,366,3,2,2,322,About to Sleep
13352,59,24,386,3,2,2,322,About to Sleep
13354,70,51,726,3,3,3,333,Need Attention
13355,121,32,655,2,3,3,233,At Risk
13356,79,42,745,2,3,3,233,At Risk
13357,256,89,560,1,4,3,143,At Risk
13358,267,29,420,1,2,2,122,Hibernating
13359,62,23,429,3,2,2,322,About to Sleep
13362,8,166,3015,5,5,5,555,Champions
13363,16,60,966,4,4,4,444,Loyal Customers
13364,70,10,130,3,1,1,311,About to Sleep
13365,32,128,2170,3,5,5,355,Loyal Customers
13366,49,1,56,3,1,1,311,About to Sleep
13368,255,29,611,1,2,3,123,Hibernating
13369,364,14,305,1,1,2,112,Hibernating
13370,370,39,739,1,3,3,133,At Risk
13372,88,23,365,2,2,2,222,Hibernating
13373,59,158,3245,3,5,5,355,Loyal Customers
13375,87,37,760,2,3,3,233,At Risk
13376,98,53,994,2,3,4,234,At Risk
13379,25,97,516,4,4,3,443,Loyal Customers
13381,30,172,3579,4,5,5,455,Loyal Customers
13382,279,15,218,1,2,1,121,Hibernating
13384,29,152,4090,4,5,5,455,Loyal Customers
13385,328,35,515,1,3,3,133,At Risk
13388,130,35,662,2,3,3,233,At Risk
13389,10,51,775,5,3,3,533,Potential Loyalists
13390,73,13,541,2,1,3,213,Hibernating
13391,202,1,59,1,1,1,111,Hibernating
13394,0,155,2450,5,5,5,555,Champions
13395,184,21,297,1,2,2,122,Hibernating
13396,28,43,1341,4,3,4,434,Potential Loyalists
13397,71,38,1530,2,3,4,234,At Risk
13398,191,26,442,1,2,2,122,Hibernating
13402,126,39,609,2,3,3,233,At Risk
13403,16,3,75,4,1,1,411,Promising
13404,0,11,248,5,1,2,512,New Customers
13405,73,27,559,2,2,3,223,Hibernating
13408,0,478,27947,5,5,5,555,Champions
13410,23,28,995,4,2,4,424,Potential Loyalists
13411,106,18,203,2,2,1,221,Hibernating
13414,132,24,1385,2,2,4,224,Hibernating
13416,42,19,708,3,2,3,323,About to Sleep
13417,3,28,628,5,2,3,523,Potential Loyalists
13418,10,304,6008,5,5,5,555,Champions
13419,62,16,215,3,2,1,321,About to Sleep
13420,148,8,157,2,1,1,211,Hibernating
13421,39,102,1787,3,4,4,344,Loyal Customers
13422,63,127,2569,3,5,5,355,Loyal Customers
13425,107,78,1587,2,4,4,244,At Risk
13426,-1,157,3599,5,5,5,555,Champions
13427,18,29,572,4,2,3,423,Potential Loyalists
13428,9,71,168,5,4,1,541,Champions
13429,9,67,970,5,4,4,544,Champions
13430,17,49,659,4,3,3,433,Potential Loyalists
13431,66,46,1246,3,3,4,334,Need Attention
13434,73,10,529,2,1,3,213,Hibernating
13435,4,101,3761,5,4,5,545,Champions
13436,0,12,192,5,1,1,511,New Customers
13437,13,167,3321,4,5,5,455,Loyal Customers
13439,254,54,253,1,3,2,132,At Risk
13441,90,13,290,2,1,2,212,Hibernating
13447,22,59,1099,4,4,4,444,Loyal Customers
13448,15,194,3436,4,5,5,455,Loyal Customers
13449,22,19,284,4,2,2,422,Potential Loyalists
13450,25,71,2023,4,4,5,445,Loyal Customers
13451,25,433,2657,4,5,5,455,Loyal Customers
13452,258,2,590,1,1,3,113,Hibernating
13453,164,17,347,2,2,2,222,Hibernating
13455,23,46,1035,4,3,4,434,Potential Loyalists
13456,16,63,1740,4,4,4,444,Loyal Customers
13458,6,382,9487,5,5,5,555,Champions
13460,28,17,176,4,2,1,421,Potential Loyalists
13461,37,27,1432,3,2,4,324,About to Sleep
13462,251,9,147,1,1,1,111,Hibernating
13464,57,41,661,3,3,3,333,Need Attention
13466,183,17,301,1,2,2,122,Hibernating
13467,9,98,1018,5,4,4,544,Champions
13468,0,302,5546,5,5,5,555,Champions
13470,98,10,160,2,1,1,211,Hibernating
13471,0,254,2374,5,5,5,555,Champions
13473,59,21,414,3,2,2,322,About to Sleep
13474,235,62,189,1,4,1,141,At Risk
13475,190,86,1399,1,4,4,144,At Risk
13476,177,58,1209,2,4,4,244,At Risk
13477,36,79,1416,3,4,4,344,Loyal Customers
13479,199,15,292,1,2,2,122,Hibernating
13481,44,109,1754,3,4,4,344,Loyal Customers
13482,231,11,179,1,1,1,111,Hibernating
13483,64,10,138,3,1,1,311,About to Sleep
13484,240,8,308,1,1,2,112,Hibernating
13485,232,23,444,1,2,2,122,Hibernating
13486,77,69,1089,2,4,4,244,At Risk
13487,56,34,556,3,3,3,333,Need Attention
13488,16,422,8783,4,5,5,455,Loyal Customers
13489,104,14,443,2,1,2,212,Hibernating
13491,50,86,1177,3,4,4,344,Loyal Customers
13492,135,50,1240,2,3,4,234,At Risk
13493,274,8,616,1,1,3,113,Hibernating
13494,310,18,305,1,2,2,122,Hibernating
13495,6,48,2031,5,3,5,535,Potential Loyalists
13496,9,35,643,5,3,3,533,Potential Loyalists
13497,281,19,339,1,2,2,122,Hibernating
13499,16,42,1138,4,3,4,434,Potential Loyalists
13500,22,65,1140,4,4,4,444,Loyal Customers
13501,287,52,1313,1,3,4,134,At Risk
13502,15,18,283,4,2,2,422,Potential Loyalists
13503,70,17,211,3,2,1,321,About to Sleep
13504,63,22,284,3,2,2,322,About to Sleep
13505,71,215,4286,2,5,5,255,Can't Loose
13506,315,26,447,1,2,2,122,Hibernating
13507,2,162,2395,5,5,5,555,Champions
13508,242,12,104,1,1,1,111,Hibernating
13509,7,44,969,5,3,4,534,Potential Loyalists
13510,0,115,1731,5,4,4,544,Champions
13512,259,15,243,1,2,2,122,Hibernating
13513,125,10,198,2,1,1,211,Hibernating
13514,72,4,150,2,1,1,211,Hibernating
13515,71,59,862,2,4,3,243,At Risk
13516,20,44,1368,4,3,4,434,Potential Loyalists
13517,58,141,2053,3,5,5,355,Loyal Customers
13518,84,36,611,2,3,3,233,At Risk
13519,77,8,116,2,1,1,211,Hibernating
13520,57,93,3593,3,4,5,345,Loyal Customers
13521,0,418,838,5,5,3,553,Champions
13522,29,5,124,4,1,1,411,Promising
13523,32,172,3887,3,5,5,355,Loyal Customers
13524,39,27,668,3,2,3,323,About to Sleep
13525,13,6,627,4,1,3,413,Promising
13527,32,217,2110,3,5,5,355,Loyal Customers
13529,77,15,297,2,2,2,222,Hibernating
13531,204,22,472,1,2,3,123,Hibernating
13532,32,66,175,3,4,1,341,Loyal Customers
13533,181,75,227,1,4,1,141,At Risk
13534,1,296,5697,5,5,5,555,Champions
13536,0,178,3350,5,5,5,555,Champions
13538,42,25,1265,3,2,4,324,About to Sleep
13539,84,37,611,2,3,3,233,At Risk
13544,38,78,235,3,4,1,341,Loyal Customers
13546,11,97,570,5,4,3,543,Champions
13548,95,123,607,2,5,3,253,Can't Loose
13549,24,51,888,4,3,3,433,Potential Loyalists
13551,318,4,89,1,1,1,111,Hibernating
13552,65,109,3692,3,4,5,345,Loyal Customers
13555,72,135,4047,2,5,5,255,Can't Loose
13557,27,34,570,4,3,3,433,Potential Loyalists
13558,4,169,510,5,5,3,553,Champions
13560,6,32,152,5,3,1,531,Potential Loyalists
13561,214,14,135,1,1,1,111,Hibernating
13562,80,82,1744,2,4,4,244,At Risk
13563,83,49,750,2,3,3,233,At Risk
13564,143,81,1683,2,4,4,244,At Risk
13565,18,38,222,4,3,1,431,Potential Loyalists
13566,39,169,769,3,5,3,353,Loyal Customers
13568,172,43,161,2,3,1,231,At Risk
13569,16,79,294,4,4,2,442,Loyal Customers
13570,242,27,226,1,2,1,121,Hibernating
13571,11,340,1921,5,5,4,554,Champions
13572,204,33,1370,1,3,4,134,At Risk
13573,49,25,278,3,2,2,322,About to Sleep
13575,22,46,710,4,3,3,433,Potential Loyalists
13576,9,126,6654,5,5,5,555,Champions
13577,24,83,1635,4,4,4,444,Loyal Customers
13579,13,23,452,4,2,2,422,Potential Loyalists
13581,308,10,111,1,1,1,111,Hibernating
13583,154,53,756,2,3,3,233,At Risk
13584,305,24,125,1,2,1,121,Hibernating
13587,62,8,710,3,1,3,313,About to Sleep
13588,14,174,2424,4,5,5,455,Loyal Customers
13589,13,21,369,4,2,2,422,Potential Loyalists
13590,10,87,1944,5,4,4,544,Champions
13591,63,58,1086,3,4,4,344,Loyal Customers
13592,34,16,237,3,2,1,321,About to Sleep
13593,107,127,1932,2,5,4,254,Can't Loose
13594,51,26,387,3,2,2,322,About to Sleep
13596,4,146,588,5,5,3,553,Champions
13598,46,35,145,3,3,1,331,Need Attention
13599,0,246,5038,5,5,5,555,Champions
13600,311,19,208,1,2,1,121,Hibernating
13601,44,99,640,3,4,3,343,Loyal Customers
13602,63,23,418,3,2,2,322,About to Sleep
13603,25,27,150,4,2,1,421,Potential Loyalists
13606,28,40,255,4,3,2,432,Potential Loyalists
13607,39,97,616,3,4,3,343,Loyal Customers
13610,11,215,956,5,5,4,554,Champions
13611,88,72,1115,2,4,4,244,At Risk
13614,23,195,1480,4,5,4,454,Loyal Customers
13615,317,23,404,1,2,2,122,Hibernating
13617,39,44,520,3,3,3,333,Need Attention
13618,172,13,171,2,1,1,211,Hibernating
13621,115,19,210,2,2,1,221,Hibernating
13623,29,78,682,4,4,3,443,Loyal Customers
13626,251,19,248,1,2,2,122,Hibernating
13627,58,92,1593,3,4,4,344,Loyal Customers
13629,22,59,7779,4,4,5,445,Loyal Customers
13630,4,71,2003,5,4,5,545,Champions
13631,98,11,3069,2,1,5,215,Hibernating
13632,23,145,2044,4,5,5,455,Loyal Customers
13634,32,186,1447,3,5,4,354,Loyal Customers
13635,66,62,1049,3,4,4,344,Loyal Customers
13636,35,63,916,3,4,4,344,Loyal Customers
13637,51,99,758,3,4,3,343,Loyal Customers
13638,14,8,120,4,1,1,411,Promising
13639,73,40,1016,2,3,4,234,At Risk
13642,214,57,282,1,3,2,132,At Risk
13643,30,28,504,4,2,3,423,Potential Loyalists
13644,15,146,2550,4,5,5,455,Loyal Customers
13645,119,5,250,2,1,2,212,Hibernating
13647,8,78,1611,5,4,4,544,Champions
13649,255,23,334,1,2,2,122,Hibernating
13650,15,96,1794,4,4,4,444,Loyal Customers
13651,34,6,92,3,1,1,311,About to Sleep
13652,44,63,1065,3,4,4,344,Loyal Customers
13654,42,166,2636,3,5,5,355,Loyal Customers
13655,113,56,901,2,3,3,233,At Risk
13656,163,49,355,2,3,2,232,At Risk
13657,9,16,375,5,2,2,522,Potential Loyalists
13658,8,108,2580,5,4,5,545,Champions
13659,204,103,1509,1,4,4,144,At Risk
13662,84,52,853,2,3,3,233,At Risk
13663,178,13,184,2,1,1,211,Hibernating
13666,59,12,77,3,1,1,311,About to Sleep
13667,148,83,251,2,4,2,242,At Risk
13668,1,463,6048,5,5,5,555,Champions
13669,49,9,214,3,1,1,311,About to Sleep
13670,74,25,341,2,2,2,222,Hibernating
13672,300,6,184,1,1,1,111,Hibernating
13673,17,60,353,4,4,2,442,Loyal Customers
13675,150,25,476,2,2,3,223,Hibernating
13678,150,16,224,2,2,1,221,Hibernating
13680,0,194,3622,5,5,5,555,Champions
13681,16,57,794,4,3,3,433,Potential Loyalists
13682,186,3,59,1,1,1,111,Hibernating
13684,284,29,54,1,2,1,121,Hibernating
13685,1,39,3100,5,3,5,535,Potential Loyalists
13686,181,8,68,1,1,1,111,Hibernating
13689,62,6,910,3,1,4,314,About to Sleep
13690,58,9,166,3,1,1,311,About to Sleep
13692,23,53,1470,4,3,4,434,Potential Loyalists
13694,2,568,64854,5,5,5,555,Champions
13695,30,90,2468,4,4,5,445,Loyal Customers
13697,37,12,148,3,1,1,311,About to Sleep
13699,154,14,298,2,1,2,212,Hibernating
13700,25,194,2171,4,5,5,455,Loyal Customers
13703,317,1,99,1,1,1,111,Hibernating
13704,4,134,2247,5,5,5,555,Champions
13705,6,28,704,5,2,3,523,Potential Loyalists
13706,301,20,318,1,2,2,122,Hibernating
13707,266,48,784,1,3,3,133,At Risk
13708,270,49,261,1,3,2,132,At Risk
13709,2,335,6163,5,5,5,555,Champions
13710,30,8,177,4,1,1,411,Promising
13711,217,13,242,1,1,2,112,Hibernating
13712,245,10,226,1,1,1,111,Hibernating
13715,280,104,1021,1,4,4,144,At Risk
13716,268,21,129,1,2,1,121,Hibernating
13717,31,102,1401,4,4,4,444,Loyal Customers
13718,245,12,302,1,1,2,112,Hibernating
13719,14,60,1019,4,4,4,444,Loyal Customers
13720,115,43,783,2,3,3,233,At Risk
13721,35,28,513,3,2,3,323,About to Sleep
13722,130,85,2349,2,4,5,245,At Risk
13723,216,6,196,1,1,1,111,Hibernating
13725,48,104,1929,3,4,4,344,Loyal Customers
13726,37,42,1059,3,3,4,334,Need Attention
13727,27,20,324,4,2,2,422,Potential Loyalists
13728,35,63,976,3,4,4,344,Loyal Customers
13730,134,43,741,2,3,3,233,At Risk
13731,218,38,592,1,3,3,133,At Risk
13732,27,33,481,4,3,3,433,Potential Loyalists
13735,23,195,2785,4,5,5,455,Loyal Customers
13736,4,190,622,5,5,3,553,Champions
13737,199,30,321,1,3,2,132,At Risk
13739,17,3,215,4,1,1,411,Promising
13740,239,23,340,1,2,2,122,Hibernating
13741,70,34,653,3,3,3,333,Need Attention
13742,15,313,2927,4,5,5,455,Loyal Customers
13743,1,41,1321,5,3,4,534,Potential Loyalists
13744,94,63,1066,2,4,4,244,At Risk
13745,161,25,294,2,2,2,222,Hibernating
13747,372,1,79,1,1,1,111,Hibernating
13748,94,28,936,2,2,4,224,Hibernating
13750,52,24,1633,3,2,4,324,About to Sleep
13751,287,9,292,1,1,2,112,Hibernating
13752,123,75,1134,2,4,4,244,At Risk
13753,286,35,726,1,3,3,133,At Risk
13754,150,12,278,2,1,2,212,Hibernating
13755,2,321,1923,5,5,4,554,Champions
13756,1,142,5137,5,5,5,555,Champions
13758,10,117,3134,5,4,5,545,Champions
13759,32,25,646,3,2,3,323,About to Sleep
13760,53,57,253,3,3,2,332,Need Attention
13761,49,70,1038,3,4,4,344,Loyal Customers
13762,217,7,306,1,1,2,112,Hibernating
13763,62,15,1709,3,2,4,324,About to Sleep
13764,69,207,1402,3,5,4,354,Loyal Customers
13767,1,368,17092,5,5,5,555,Champions
13769,1,135,2725,5,5,5,555,Champions
13771,63,119,2585,3,4,5,345,Loyal Customers
13772,32,173,1034,3,5,4,354,Loyal Customers
13774,80,22,335,2,2,2,222,Hibernating
13777,-1,197,25903,5,5,5,555,Champions
13778,102,9,175,2,1,1,211,Hibernating
13780,6,57,325,5,3,2,532,Potential Loyalists
13781,249,17,119,1,2,1,121,Hibernating
13782,11,113,835,5,4,3,543,Champions
13784,8,31,2450,5,3,5,535,Potential Loyalists
13786,366,7,228,1,1,1,111,Hibernating
13787,74,31,295,2,3,2,232,At Risk
13790,3,45,327,5,3,2,532,Potential Loyalists
13791,126,11,1516,2,1,4,214,Hibernating
13792,65,13,190,3,1,1,311,About to Sleep
13798,0,349,37017,5,5,5,555,Champions
13799,115,39,671,2,3,3,233,At Risk
13800,308,33,544,1,3,3,133,At Risk
13801,65,23,313,3,2,2,322,About to Sleep
13802,137,60,4584,2,4,5,245,At Risk
13803,254,17,267,1,2,2,122,Hibernating
13804,29,135,2525,4,5,5,455,Loyal Customers
13805,51,13,919,3,1,4,314,About to Sleep
13806,62,10,252,3,1,2,312,About to Sleep
13807,366,7,108,1,1,1,111,Hibernating
13808,4,76,1718,5,4,4,544,Champions
13809,304,12,146,1,1,1,111,Hibernating
13810,27,35,1485,4,3,4,434,Potential Loyalists
13811,182,13,811,1,1,3,113,Hibernating
13812,41,36,523,3,3,3,333,Need Attention
13813,38,69,1329,3,4,4,344,Loyal Customers
13814,91,57,1560,2,3,4,234,At Risk
13815,21,176,3957,4,5,5,455,Loyal Customers
13816,22,28,559,4,2,3,423,Potential Loyalists
13817,28,24,371,4,2,2,422,Potential Loyalists
13819,300,36,1130,1,3,4,134,At Risk
13821,143,59,350,2,4,2,242,At Risk
13822,4,96,571,5,4,3,543,Champions
13823,17,40,940,4,3,4,434,Potential Loyalists
13824,31,46,1685,4,3,4,434,Potential Loyalists
13826,175,10,184,2,1,1,211,Hibernating
13827,56,92,350,3,4,2,342,Loyal Customers
13828,21,15,202,4,2,1,421,Potential Loyalists
13831,15,72,2161,4,4,5,445,Loyal Customers
13832,18,3,51,4,1,1,411,Promising
13833,158,28,365,2,2,2,222,Hibernating
13835,24,55,807,4,3,3,433,Potential Loyalists
13837,210,18,260,1,2,2,122,Hibernating
13838,4,165,568,5,5,3,553,Champions
13841,251,1,85,1,1,1,111,Hibernating
13842,57,206,3277,3,5,5,355,Loyal Customers
13844,10,20,353,5,2,2,522,Potential Loyalists
13845,63,9,309,3,1,2,312,About to Sleep
13846,23,55,834,4,3,3,433,Potential Loyalists
13848,91,5,1255,2,1,4,214,Hibernating
13849,50,101,1488,3,4,4,344,Loyal Customers
13850,128,93,1547,2,4,4,244,At Risk
13851,94,81,2623,2,4,5,245,At Risk
13853,56,23,1076,3,2,4,324,About to Sleep
13854,7,110,8069,5,4,5,545,Champions
13856,167,14,384,2,1,2,212,Hibernating
13858,56,11,210,3,1,1,311,About to Sleep
13859,325,28,184,1,2,1,121,Hibernating
13860,0,76,1205,5,4,4,544,Champions
13862,17,139,2156,4,5,5,455,Loyal Customers
13863,246,20,297,1,2,2,122,Hibernating
13865,57,30,484,3,3,3,333,Need Attention
13866,73,7,142,2,1,1,211,Hibernating
13867,30,60,975,4,4,4,444,Loyal Customers
13868,6,33,3179,5,3,5,535,Potential Loyalists
13869,122,304,2918,2,5,5,255,Can't Loose
13870,1,115,2724,5,4,5,545,Champions
13871,21,336,6235,4,5,5,455,Loyal Customers
13873,118,23,376,2,2,2,222,Hibernating
13874,357,18,531,1,2,3,123,Hibernating
13875,52,104,1742,3,4,4,344,Loyal Customers
13876,62,7,119,3,1,1,311,About to Sleep
13877,85,3,116,2,1,1,211,Hibernating
13878,53,35,1254,3,3,4,334,Need Attention
13880,20,165,3155,4,5,5,455,Loyal Customers
13881,2,178,17091,5,5,5,555,Champions
13882,1,65,1165,5,4,4,544,Champions
13883,9,142,2606,5,5,5,555,Champions
13884,6,59,756,5,4,3,543,Champions
13885,188,28,493,1,2,3,123,Hibernating
13886,70,16,237,3,2,1,321,About to Sleep
13887,203,19,337,1,2,2,122,Hibernating
13888,118,39,572,2,3,3,233,At Risk
13889,91,15,410,2,2,2,222,Hibernating
13890,0,110,1834,5,4,4,544,Champions
13892,25,27,622,4,2,3,423,Potential Loyalists
13893,296,21,808,1,2,3,123,Hibernating
13894,22,27,554,4,2,3,423,Potential Loyalists
13895,27,118,2538,4,4,5,445,Loyal Customers
13897,49,17,305,3,2,2,322,About to Sleep
13898,324,12,152,1,1,1,111,Hibernating
13899,15,19,381,4,2,2,422,Potential Loyalists
13900,182,43,719,1,3,3,133,At Risk
13901,71,149,2801,2,5,5,255,Can't Loose
13904,36,26,323,3,2,2,322,About to Sleep
13908,78,122,2310,2,5,5,255,Can't Loose
13911,56,148,2513,3,5,5,355,Loyal Customers
13914,10,33,613,5,3,3,533,Potential Loyalists
13917,48,18,265,3,2,2,322,About to Sleep
13918,48,30,1200,3,3,4,334,Need Attention
13919,58,28,371,3,2,2,322,About to Sleep
13922,350,7,169,1,1,1,111,Hibernating
13923,52,20,346,3,2,2,322,About to Sleep
13924,0,117,1779,5,4,4,544,Champions
13925,91,41,653,2,3,3,233,At Risk
13926,22,11,218,4,1,1,411,Promising
13927,73,21,340,2,2,2,222,Hibernating
13928,9,27,450,5,2,2,522,Potential Loyalists
13929,168,9,839,2,1,3,213,Hibernating
